age,average_transaction_amount,city,customer_id,daily_transaction_count,favourite_categories,income,large_purchase_tendency,merchant_loyalty,morning_preference,preferred_payment_methods,scenario_id,scenario_type,spending_variability,travel_tendency,usual_device,usual_end_hour,usual_payment_method,usual_start_hour,weekend_activity_multiplier
55,2640.94,Delhi,C0011,3,Electronics|Food,104408,0.03885292938637791,0.6533193855780577,0.5268598642839051,CARD|UPI|NET_BANKING,SCN-002026-0011,COMMUNICATION_SCAM,0.31296546959193877,0.19358322998431418,D0011,21,CARD,7,0.7361892738832878
63,3460.04,Bangalore,C0012,4,Fuel|Entertainment|Travel,148800,0.04634436895244959,0.5872091672140318,0.44845207274576704,UPI|CARD|NET_BANKING,SCN-002026-0012,CLASSIFIER_EVALUATION,0.13809152735868563,0.09913517378404615,D0012,22,UPI,9,1.0402834208787137
49,3013.38,Hyderabad,C0013,2,Travel|Entertainment,110979,0.06080024625737976,0.8453793462690051,0.33880088778543094,UPI|CARD|NET_BANKING,SCN-002026-0013,LONGITUDINAL_BEHAVIOR,0.33934499182863165,0.16850621786714862,D0013,20,UPI,8,1.3782959533591925
68,3346.43,Bangalore,C0014,3,Entertainment|Travel,141859,0.049470012011253374,0.7056186823467666,0.6296075237414491,UPI|CARD|NET_BANKING,SCN-002026-0014,LONGITUDINAL_BEHAVIOR,0.2478339443563419,0.0693200621088002,D0014,21,UPI,10,0.7877548016356493
35,2835.69,Bangalore,C0015,4,Food|Shopping,100420,0.046085829925629554,0.5809662678786968,0.36607164258409397,UPI|CARD|NET_BANKING,SCN-002026-0015,TRANSACTION_ANOMALY,0.3125999841444228,0.09235841115653441,D0015,20,UPI,7,1.105301358184522
22,1880.04,Pune,C0016,1,Fuel|Food,83497,0.06560447082464028,0.8358483777019238,0.5367069538376379,UPI|CARD|NET_BANKING,SCN-002026-0016,CLASSIFIER_EVALUATION,0.34725830275793035,0.09244411959755464,D0016,20,UPI,8,0.7750961165775448
58,3061.09,Delhi,C0017,1,Entertainment|Food,96932,0.02236633142935554,0.7809241143750228,0.7682381740964159,UPI|CARD|NET_BANKING,SCN-002026-0017,KYC_IDENTITY,0.20195311884027017,0.1204505124839843,D0017,22,UPI,8,1.0112378435843072
62,3745.04,Mumbai,C0018,1,Travel|Food,123766,0.023731872980059646,0.5229558626453328,0.23368709111963903,NET_BANKING|UPI|CARD,SCN-002026-0018,CLASSIFIER_EVALUATION,0.34934140798373103,0.04821759825352637,D0018,22,NET_BANKING,10,0.8579586360505989
51,2573.82,Mumbai,C0019,1,Electronics|Entertainment,97363,0.07413307524006972,0.4627877052702249,0.66494465675298,UPI|CARD|NET_BANKING,SCN-002026-0019,KYC_IDENTITY,0.16219743680114465,0.18497135486433697,D0019,23,UPI,7,1.2300744248602706
53,3441.31,Mumbai,C0020,4,Shopping|Entertainment,112552,0.04652227903955654,0.8825874874048154,0.5317892687231697,UPI|CARD|NET_BANKING,SCN-002026-0020,CLASSIFIER_EVALUATION,0.26954904361970017,0.13823074555820647,D0020,20,UPI,7,1.3716426323610678
58,3118.23,Delhi,C0021,2,Food|Fuel,120593,0.04325127241133915,0.8892770291266517,0.7436271006095143,NET_BANKING|UPI|CARD,SCN-002026-0021,KYC_IDENTITY,0.21178709561133385,0.23872997851474326,D0021,21,NET_BANKING,10,1.4417836948942704
35,2357.46,Mumbai,C0022,3,Entertainment|Travel,88003,0.11554984929789605,0.4523903140999309,0.446322932036726,CARD|UPI|NET_BANKING,SCN-002026-0022,CLASSIFIER_EVALUATION,0.23151704136709472,0.1015194251922029,D0022,21,CARD,8,0.8266353823424374
51,3355.52,Bangalore,C0023,1,Fuel|Food|Travel,115220,0.07389809605713434,0.4700893799215125,0.6173601385163737,UPI|CARD|NET_BANKING,SCN-002026-0023,KYC_IDENTITY,0.19054342375475725,0.11045348716924956,D0023,21,UPI,10,1.3798492720646363
51,2975.91,Bangalore,C0024,1,Travel|Shopping,90504,0.04855787899883338,0.8545104837552524,0.5973590319778495,UPI|CARD|NET_BANKING,SCN-002026-0024,TRANSACTION_ANOMALY,0.16364865412792895,0.08791712436428682,D0024,20,UPI,8,1.289864025072586
26,2044.85,Hyderabad,C0025,4,Electronics|Shopping,78320,0.03166974717005505,0.5151355152858205,0.21770766755770043,UPI|CARD|NET_BANKING,SCN-002026-0025,LONGITUDINAL_BEHAVIOR,0.19237460221344363,0.026536156267332002,D0025,21,UPI,10,1.2775841505300425
60,3603.78,Hyderabad,C0026,3,Fuel|Travel,123451,0.05811985720885633,0.8432898195589251,0.7910199343843367,UPI|CARD|NET_BANKING,SCN-002026-0026,KYC_IDENTITY,0.2314499032847621,0.1871235571564745,D0026,21,UPI,10,0.8012195712701622
57,3496.85,Mumbai,C0027,4,Shopping|Electronics,130940,0.0953292252586099,0.6726657632744503,0.6674276753162779,CARD|UPI|NET_BANKING,SCN-002026-0027,COMMUNICATION_SCAM,0.14020938549888415,0.09176603221163092,D0027,22,CARD,10,0.7660395745577504
32,1451.63,Pune,C0028,2,Electronics|Entertainment,62809,0.055010443188026475,0.8638834801081267,0.47780419835524607,UPI|CARD|NET_BANKING,SCN-002026-0028,CLASSIFIER_EVALUATION,0.3190463969745267,0.1945298174102032,D0028,21,UPI,8,0.8571885514639477
69,3502.33,Delhi,C0029,5,Shopping|Food,141893,0.11722495313246908,0.7320945648154586,0.46666949062178853,CARD|UPI|NET_BANKING,SCN-002026-0029,LONGITUDINAL_BEHAVIOR,0.1534333288325138,0.07388736632695403,D0029,22,CARD,8,1.3729440859960438
53,3183.18,Bangalore,C0030,4,Shopping|Electronics,110745,0.08676282269088148,0.8313103559229065,0.7537364519894918,CARD|UPI|NET_BANKING,SCN-002026-0030,CLASSIFIER_EVALUATION,0.32896460798372673,0.2391273565101319,D0030,20,CARD,8,1.2433399603793265
52,2678.5,Delhi,C0031,3,Shopping|Travel,93201,0.10891847691157289,0.8001905863057112,0.5866200161503785,UPI|CARD|NET_BANKING,SCN-002026-0031,LONGITUDINAL_BEHAVIOR,0.2153631696967187,0.12946683984850482,D0031,21,UPI,8,0.9672109519180738
39,2074.55,Pune,C0032,1,Fuel|Electronics,91309,0.11825863770812192,0.5344436764160734,0.4216605964853822,CARD|UPI|NET_BANKING,SCN-002026-0032,LONGITUDINAL_BEHAVIOR,0.2478259638641759,0.19685592966243937,D0032,22,CARD,10,1.1982605494866958
27,2400.53,Mumbai,C0033,3,Travel|Electronics,74184,0.11885008650373963,0.5333661828011613,0.3625248071805947,CARD|UPI|NET_BANKING,SCN-002026-0033,KYC_IDENTITY,0.21649320684544882,0.18887764690881995,D0033,21,CARD,10,0.7864447118538878
48,3023.47,Delhi,C0034,3,Shopping|Food|Electronics,97782,0.07122937324810558,0.6597526549505468,0.41971245968574045,CARD|UPI|NET_BANKING,SCN-002026-0034,TRANSACTION_ANOMALY,0.3123989675465333,0.10453459674817325,D0034,20,CARD,7,1.0845431852874223
64,4513.25,Mumbai,C0035,4,Entertainment|Travel|Shopping,131324,0.056007929728299974,0.6701555594285651,0.7846722194065583,CARD|UPI|NET_BANKING,SCN-002026-0035,TRANSACTION_ANOMALY,0.25704103443602044,0.17192836633406675,D0035,20,CARD,9,1.3824398190357334
22,1561.41,Hyderabad,C0036,1,Travel|Electronics|Food,68869,0.041127826565266735,0.834967879481312,0.3445371860698021,UPI|CARD|NET_BANKING,SCN-002026-0036,LONGITUDINAL_BEHAVIOR,0.21866725852227126,0.0490916788439955,D0036,21,UPI,10,0.7231006590355005
35,1936.02,Bangalore,C0037,1,Entertainment|Electronics,82408,0.10158883958991953,0.7779339389114837,0.5307852806366287,CARD|UPI|NET_BANKING,SCN-002026-0037,KYC_IDENTITY,0.3453425893576053,0.05018903712468249,D0037,21,CARD,10,0.821594229976965
60,4018.7,Delhi,C0038,1,Fuel|Shopping|Travel,132974,0.08227992288004032,0.7559668516312115,0.6157886120094782,UPI|CARD|NET_BANKING,SCN-002026-0038,COMMUNICATION_SCAM,0.29281246083003176,0.11520096024484766,D0038,23,UPI,7,0.8346353661213639
52,3583.2,Hyderabad,C0039,4,Electronics|Fuel,105933,0.09046423084919819,0.4925952204232046,0.22416379960255606,NET_BANKING|UPI|CARD,SCN-002026-0039,CLASSIFIER_EVALUATION,0.1217398779345968,0.1547822846776469,D0039,21,NET_BANKING,8,1.2718535990013957
70,3235.85,Bangalore,C0040,4,Entertainment|Electronics,138412,0.10703971462098733,0.6175573764095521,0.5969735725280362,CARD|UPI|NET_BANKING,SCN-002026-0040,TRANSACTION_ANOMALY,0.23374829045626627,0.14324817402756668,D0040,21,CARD,7,0.8928966297188579
64,3719.36,Mumbai,C0041,2,Travel|Entertainment,143935,0.0879022137986014,0.790223810340974,0.3266321021574111,NET_BANKING|UPI|CARD,SCN-002026-0041,CLASSIFIER_EVALUATION,0.1649526846158963,0.10140514451567442,D0041,20,NET_BANKING,9,1.4029679471071592
62,3096.83,Pune,C0042,5,Food|Travel|Fuel,136620,0.055418301439412995,0.6570918422120179,0.43898109499896265,UPI|CARD|NET_BANKING,SCN-002026-0042,KYC_IDENTITY,0.22961212627466038,0.08280978577813378,D0042,22,UPI,8,1.2913061878992735
26,2200.67,Pune,C0043,2,Food|Travel,75738,0.10209655324392858,0.6957438485449456,0.2472966989620991,UPI|CARD|NET_BANKING,SCN-002026-0043,CLASSIFIER_EVALUATION,0.22776864699696514,0.20318397135169328,D0043,22,UPI,8,1.4738696317793676
24,1751.1,Bangalore,C0044,2,Food|Electronics,64738,0.05918377689410649,0.5932858590814789,0.5244696722416566,UPI|CARD|NET_BANKING,SCN-002026-0044,KYC_IDENTITY,0.15521375698283463,0.026114170955011395,D0044,23,UPI,10,1.1906747727312483
28,2452.52,Delhi,C0045,5,Food|Shopping,71636,0.04384316885030829,0.660900709112769,0.34520468110853697,CARD|UPI|NET_BANKING,SCN-002026-0045,LONGITUDINAL_BEHAVIOR,0.2849017007368051,0.0757821207643216,D0045,22,CARD,7,1.4665627328800015
38,1704.53,Mumbai,C0046,2,Travel|Electronics,70004,0.04946723344999249,0.6882917889165845,0.3311394187125011,CARD|UPI|NET_BANKING,SCN-002026-0046,COMMUNICATION_SCAM,0.28795495553187744,0.2004584999551345,D0046,20,CARD,9,1.0991639849271653
51,3310.18,Mumbai,C0047,1,Fuel|Travel|Food,112576,0.10017359830860664,0.6557791675063236,0.5519381347714996,CARD|UPI|NET_BANKING,SCN-002026-0047,KYC_IDENTITY,0.24757190651531835,0.20578273531454497,D0047,22,CARD,10,1.3446721566724895
69,4225.28,Hyderabad,C0048,4,Travel|Shopping|Entertainment,137176,0.07623414972103337,0.8289703867129816,0.746904546184888,UPI|CARD|NET_BANKING,SCN-002026-0048,TRANSACTION_ANOMALY,0.17026702994501774,0.20470698232878068,D0048,22,UPI,6,0.834104638914654
46,3423.16,Delhi,C0049,4,Travel|Food|Fuel,136227,0.08463517847925779,0.5420698352402916,0.3010050832563696,NET_BANKING|UPI|CARD,SCN-002026-0049,TRANSACTION_ANOMALY,0.1350670034006104,0.08598718585134896,D0049,20,NET_BANKING,9,0.9330519324009993
48,3334.49,Hyderabad,C0050,4,Travel|Fuel,124399,0.06135059370535406,0.4893574283199699,0.33697729648691244,CARD|UPI|NET_BANKING,SCN-002026-0050,CLASSIFIER_EVALUATION,0.2103854183608691,0.027232045929730418,D0050,20,CARD,9,1.1333367368698863
53,2901.09,Pune,C0051,2,Shopping|Electronics,108808,0.07668914084335746,0.788796107535296,0.211365209569024,UPI|CARD|NET_BANKING,SCN-002026-0051,TRANSACTION_ANOMALY,0.13709252247214992,0.24562281948523737,D0051,21,UPI,8,1.0744875853801708
51,2939.17,Bangalore,C0052,1,Electronics|Travel,116609,0.07667551408604542,0.674108476066372,0.4277259070705905,CARD|UPI|NET_BANKING,SCN-002026-0052,CLASSIFIER_EVALUATION,0.34213352702956623,0.11628473411717966,D0052,21,CARD,6,0.7012056995296833
50,3913.14,Hyderabad,C0053,4,Fuel|Shopping,126351,0.09144386802478392,0.6041478828646977,0.5187505186072838,UPI|CARD|NET_BANKING,SCN-002026-0053,CLASSIFIER_EVALUATION,0.34366086174970106,0.1893362780687941,D0053,21,UPI,10,0.9455017074735231
55,2352.89,Pune,C0054,1,Electronics|Food|Travel,104060,0.04954896610111073,0.5634239070797736,0.386650777523071,UPI|CARD|NET_BANKING,SCN-002026-0054,CLASSIFIER_EVALUATION,0.2137736925204447,0.1221913100776007,D0054,20,UPI,7,1.1903964312521063
27,1898.44,Mumbai,C0055,1,Food|Electronics,60496,0.06104416032843289,0.5629113785972923,0.6367496189783182,UPI|CARD|NET_BANKING,SCN-002026-0055,KYC_IDENTITY,0.3110946808636306,0.1901149316361,D0055,23,UPI,8,1.315459891819995
36,2804.77,Hyderabad,C0056,1,Shopping|Electronics|Fuel,88288,0.04076655448706372,0.6008573345098108,0.3379082994989848,CARD|UPI|NET_BANKING,SCN-002026-0056,COMMUNICATION_SCAM,0.14954328312245746,0.14339469381242587,D0056,21,CARD,8,1.3400754040569465
53,2268.7,Mumbai,C0057,1,Fuel|Entertainment|Shopping,76931,0.08363657973475447,0.5062661450369133,0.7086355139188893,CARD|UPI|NET_BANKING,SCN-002026-0057,KYC_IDENTITY,0.27413204635312527,0.2469491743019617,D0057,21,CARD,6,0.9402395139326688
61,3683.4,Pune,C0058,3,Electronics|Fuel,124265,0.09512382297928172,0.6075772074927059,0.6986384404754377,CARD|UPI|NET_BANKING,SCN-002026-0058,COMMUNICATION_SCAM,0.2612820361285357,0.247698110943037,D0058,22,CARD,10,1.3408490160991637
51,2221.44,Pune,C0059,3,Fuel|Travel|Electronics,96549,0.03572957667369214,0.6271188792794744,0.32918322015473767,CARD|UPI|NET_BANKING,SCN-002026-0059,CLASSIFIER_EVALUATION,0.23282179118758406,0.2494252058657436,D0059,20,CARD,8,0.7855924262769514
50,3589.63,Pune,C0060,3,Travel|Shopping,113773,0.0541754419050202,0.4935208592618288,0.39271756400438673,UPI|CARD|NET_BANKING,SCN-002026-0060,TRANSACTION_ANOMALY,0.32642054476433263,0.035253639483492555,D0060,20,UPI,10,1.0330909444988141
27,1727.22,Delhi,C0061,2,Electronics|Shopping|Fuel,53961,0.11980370294358494,0.8346679461160775,0.28963888634753454,CARD|UPI|NET_BANKING,SCN-002026-0061,LONGITUDINAL_BEHAVIOR,0.22723996466856888,0.04289753348510837,D0061,20,CARD,6,0.9771452262204647
68,3816.93,Hyderabad,C0062,3,Food|Electronics|Travel,136967,0.02686875153760509,0.6334435942145598,0.6483086039060786,UPI|CARD|NET_BANKING,SCN-002026-0062,TRANSACTION_ANOMALY,0.34947160117940274,0.11847443213513341,D0062,23,UPI,6,1.0804594597312644
63,4572.45,Delhi,C0063,4,Travel|Shopping,128881,0.08337466916648553,0.788588839651005,0.6169173444498944,NET_BANKING|UPI|CARD,SCN-002026-0063,LONGITUDINAL_BEHAVIOR,0.2039258158543448,0.11441303708794259,D0063,23,NET_BANKING,8,1.3287147289653685
54,2989.01,Bangalore,C0064,4,Travel|Entertainment,113082,0.10522861813688557,0.6570409151208529,0.533311053855409,CARD|UPI|NET_BANKING,SCN-002026-0064,CLASSIFIER_EVALUATION,0.17790111624664248,0.11508403748158695,D0064,23,CARD,7,0.9024468960407573
34,3021.39,Pune,C0065,2,Shopping|Entertainment,102978,0.11600638571220774,0.7637280418962339,0.3188527655640386,CARD|UPI|NET_BANKING,SCN-002026-0065,CLASSIFIER_EVALUATION,0.25683611815911644,0.18744113603125334,D0065,21,CARD,6,0.7015485997056515
25,1621.59,Bangalore,C0066,2,Shopping|Electronics,55779,0.04510890795464281,0.6238552721662035,0.41495708978674783,CARD|UPI|NET_BANKING,SCN-002026-0066,CLASSIFIER_EVALUATION,0.2949442915017231,0.1006641712206553,D0066,22,CARD,9,1.155518957241829
48,2526.78,Pune,C0067,3,Travel|Food,101206,0.040623971684488044,0.8786351481030874,0.4303589968384757,UPI|CARD|NET_BANKING,SCN-002026-0067,KYC_IDENTITY,0.33033188394379454,0.07919381879652379,D0067,22,UPI,6,1.0454043701984066
21,1610.21,Pune,C0068,4,Food|Travel,71392,0.11078328766293573,0.502446204145527,0.2648561621047946,NET_BANKING|UPI|CARD,SCN-002026-0068,TRANSACTION_ANOMALY,0.21622479731409122,0.2495782526237299,D0068,20,NET_BANKING,10,0.931269610684747
68,5775.13,Bangalore,C0069,4,Travel|Food,165316,0.06146533259125862,0.6485342855421921,0.5340474814612381,CARD|UPI|NET_BANKING,SCN-002026-0069,KYC_IDENTITY,0.31196641909005335,0.2340819964687873,D0069,23,CARD,8,1.4378072462737959
27,2164.16,Mumbai,C0070,1,Travel|Electronics,86934,0.03287799211572987,0.80022053309839,0.28815783016871227,CARD|UPI|NET_BANKING,SCN-002026-0070,LONGITUDINAL_BEHAVIOR,0.12019246552965647,0.04174143212392524,D0070,23,CARD,9,1.2084651567695306
30,2240.3,Mumbai,C0071,1,Entertainment|Shopping|Food,74968,0.056704618913684224,0.4836114178289263,0.24623571943972708,UPI|CARD|NET_BANKING,SCN-002026-0071,KYC_IDENTITY,0.20991006927525113,0.24870656484595222,D0071,21,UPI,6,1.0730501972802384
60,3476.56,Pune,C0072,2,Travel|Food,115289,0.04520391470426552,0.5268621263455675,0.6719230075954251,UPI|CARD|NET_BANKING,SCN-002026-0072,COMMUNICATION_SCAM,0.31996969492485394,0.0646624318288845,D0072,23,UPI,7,1.1465876003964013
25,1333.2,Mumbai,C0073,1,Electronics|Food|Fuel,54556,0.04263317087202813,0.6999300945946338,0.678905413453339,UPI|CARD|NET_BANKING,SCN-002026-0073,COMMUNICATION_SCAM,0.131319730188602,0.21492573935663273,D0073,22,UPI,10,1.3386539517725338
35,3122.77,Delhi,C0074,1,Entertainment|Food|Fuel,111554,0.03309475300564984,0.6654476019911022,0.6067202634607618,UPI|CARD|NET_BANKING,SCN-002026-0074,CLASSIFIER_EVALUATION,0.2153065739313033,0.08530811346089569,D0074,20,UPI,8,0.9067436991192485
62,4477.28,Hyderabad,C0075,3,Fuel|Travel,132220,0.11786971995297037,0.5932775440976097,0.32123674166676935,CARD|UPI|NET_BANKING,SCN-002026-0075,TRANSACTION_ANOMALY,0.26400332445938596,0.07819474559090961,D0075,20,CARD,6,1.487578274698059
44,1882.81,Bangalore,C0076,1,Electronics|Entertainment,79668,0.0833984055554791,0.6937334896770238,0.4053520897350308,UPI|CARD|NET_BANKING,SCN-002026-0076,KYC_IDENTITY,0.20350819354076713,0.07842186553487684,D0076,20,UPI,9,1.2002848663994135
40,1599.15,Bangalore,C0077,1,Electronics|Entertainment|Food,68888,0.10621130314166266,0.5041301017343579,0.7205638929881981,CARD|UPI|NET_BANKING,SCN-002026-0077,LONGITUDINAL_BEHAVIOR,0.22880864614837307,0.23053828215936725,D0077,20,CARD,10,1.0779297002894324
25,1528.92,Mumbai,C0078,2,Entertainment|Food,68443,0.0842651715370022,0.627191685929785,0.5165127313492781,UPI|CARD|NET_BANKING,SCN-002026-0078,KYC_IDENTITY,0.20075732841874766,0.20459788767593218,D0078,20,UPI,6,1.292004346673553
70,4045.36,Pune,C0079,3,Travel|Electronics|Fuel,132949,0.0967746684735569,0.6946227251164989,0.42080774250990394,CARD|UPI|NET_BANKING,SCN-002026-0079,LONGITUDINAL_BEHAVIOR,0.16948053367304697,0.1572582481932342,D0079,23,CARD,6,1.0007238915523442
49,2332.05,Mumbai,C0080,4,Shopping|Travel|Food,97303,0.08222490475047615,0.798183507483255,0.4759873055330381,CARD|UPI|NET_BANKING,SCN-002026-0080,KYC_IDENTITY,0.17074079994866107,0.2340315201209333,D0080,22,CARD,7,0.8493035440398489
47,2647.8,Hyderabad,C0081,3,Food|Entertainment,114001,0.09447409578742498,0.8499508934944249,0.6856669741897586,NET_BANKING|UPI|CARD,SCN-002026-0081,CLASSIFIER_EVALUATION,0.2949892213131853,0.1375511846634961,D0081,23,NET_BANKING,8,0.9689110260925566
44,2572.07,Pune,C0082,1,Shopping|Travel,94824,0.11301345815791988,0.5774871510242725,0.6040372964897534,CARD|UPI|NET_BANKING,SCN-002026-0082,TRANSACTION_ANOMALY,0.12311073442021833,0.0591493283221218,D0082,21,CARD,8,0.9122074640640687
67,2926.16,Delhi,C0083,3,Fuel|Shopping|Travel,118827,0.020761546744880083,0.631742763816102,0.7779102791525772,CARD|UPI|NET_BANKING,SCN-002026-0083,CLASSIFIER_EVALUATION,0.26216970834998854,0.1484772234316813,D0083,20,CARD,9,0.8434918367315898
53,2979.79,Pune,C0084,3,Food|Entertainment,115160,0.10035792454657476,0.7955218000180506,0.556013294803185,CARD|UPI|NET_BANKING,SCN-002026-0084,TRANSACTION_ANOMALY,0.14489260995423797,0.06571277471625275,D0084,20,CARD,9,1.3154877365689588
27,2391.51,Delhi,C0085,2,Travel|Electronics,75070,0.06007078203431872,0.48492685373239786,0.7798265816745706,CARD|UPI|NET_BANKING,SCN-002026-0085,KYC_IDENTITY,0.21195301842925535,0.044178422095586985,D0085,20,CARD,9,1.4171235348016555
40,2161.96,Pune,C0086,2,Shopping|Food,95361,0.10757850783382948,0.7898420393422183,0.3856098704039821,CARD|UPI|NET_BANKING,SCN-002026-0086,COMMUNICATION_SCAM,0.20971106026526015,0.24174567073496547,D0086,20,CARD,7,1.4598311067042957
49,2612.75,Pune,C0087,2,Fuel|Electronics,113758,0.06745208697048061,0.7210287145377876,0.2561407124207155,CARD|UPI|NET_BANKING,SCN-002026-0087,KYC_IDENTITY,0.15444387434797763,0.20683371419704413,D0087,20,CARD,9,1.108948610451404
39,2704.68,Bangalore,C0088,1,Travel|Food,83527,0.0619501909039947,0.7579232237293771,0.7038440188567563,CARD|UPI|NET_BANKING,SCN-002026-0088,KYC_IDENTITY,0.3476814152444574,0.04317374652479949,D0088,21,CARD,7,1.0930253986204437
41,2946.74,Delhi,C0089,4,Shopping|Electronics,112284,0.05952670318490323,0.8568335718760858,0.4044859393568099,NET_BANKING|UPI|CARD,SCN-002026-0089,COMMUNICATION_SCAM,0.1797505141446379,0.03300184560795675,D0089,23,NET_BANKING,6,1.0766417254432057
32,2518.88,Bangalore,C0090,3,Shopping|Travel|Electronics,92719,0.08836486905095045,0.6548350416300693,0.2546609840011692,CARD|UPI|NET_BANKING,SCN-002026-0090,KYC_IDENTITY,0.18123295379647417,0.24650812361792696,D0090,22,CARD,7,1.1390582187465794
61,2636.48,Bangalore,C0091,4,Fuel|Travel,118499,0.10931670763719327,0.5282229446372027,0.7151929525065885,NET_BANKING|UPI|CARD,SCN-002026-0091,CLASSIFIER_EVALUATION,0.30231196742991495,0.14131923569791235,D0091,20,NET_BANKING,7,1.494585070962741
26,1888.03,Bangalore,C0092,3,Travel|Fuel,62304,0.02602182438747978,0.7646487069440631,0.6096218904734139,UPI|CARD|NET_BANKING,SCN-002026-0092,COMMUNICATION_SCAM,0.25660067055937363,0.030160954727856834,D0092,20,UPI,9,1.3273719124734735
59,5001.22,Pune,C0093,3,Food|Electronics,140968,0.05841003298126546,0.5144426610642203,0.33999617501061924,CARD|UPI|NET_BANKING,SCN-002026-0093,TRANSACTION_ANOMALY,0.29243219087867633,0.21918088548590434,D0093,20,CARD,10,1.3563933915212596
41,1733.51,Hyderabad,C0094,3,Fuel|Electronics|Travel,62407,0.07286086347766704,0.4991384519538559,0.7132572110957287,NET_BANKING|UPI|CARD,SCN-002026-0094,KYC_IDENTITY,0.21264666948168925,0.0415769291206403,D0094,21,NET_BANKING,6,0.7764055710333576
40,2397.78,Mumbai,C0095,2,Entertainment|Travel|Electronics,89300,0.10598054447812352,0.799425719514071,0.33287494984179183,UPI|CARD|NET_BANKING,SCN-002026-0095,COMMUNICATION_SCAM,0.23286516098672852,0.2203456681464345,D0095,22,UPI,10,0.8636795893916458
20,1874.58,Pune,C0096,1,Food|Electronics|Fuel,75769,0.0369049536902059,0.4826704791308507,0.7510723138269542,UPI|CARD|NET_BANKING,SCN-002026-0096,KYC_IDENTITY,0.2957288325514219,0.1682766009010677,D0096,20,UPI,9,1.2796982927182041
35,2344.3,Pune,C0097,1,Travel|Electronics,80273,0.11182119416256565,0.6241099758767265,0.39486804270912285,UPI|CARD|NET_BANKING,SCN-002026-0097,LONGITUDINAL_BEHAVIOR,0.17007613014364403,0.02961153778972766,D0097,20,UPI,10,1.3178379065117278
19,1745.24,Pune,C0098,2,Entertainment|Food,53565,0.11857942030672279,0.8195080075603963,0.28231850833222566,UPI|CARD|NET_BANKING,SCN-002026-0098,CLASSIFIER_EVALUATION,0.26989636866483235,0.2057788169186518,D0098,22,UPI,6,1.1254260951087098
